"DataSet","RNA","SampleID","Count","UID"
10,128,1290,20571,6083
10,32,1290,4441,6083
10,8,1290,971,6083
10,2,1290,316,6083
10,0.5,1290,64,6083
10,0.125,1290,20,6083
10,128,1291,18208,6084
10,32,1291,3668,6084
10,8,1291,799,6084
10,2,1291,271,6084
10,0.5,1291,54,6084
10,0.125,1291,6,6084
10,128,1292,22940,6085
10,32,1292,4557,6085
10,8,1292,946,6085
10,2,1292,328,6085
10,0.5,1292,64,6085
10,0.125,1292,26,6085
10,128,1293,23628,6086
10,32,1293,4805,6086
10,8,1293,965,6086
10,2,1293,337,6086
10,0.5,1293,69,6086
10,0.125,1293,33,6086
10,128,1294,21142,6087
10,32,1294,4158,6087
10,8,1294,884,6087
10,2,1294,243,6087
10,0.5,1294,76,6087
10,0.125,1294,19,6087
10,128,1295,22008,6088
10,32,1295,4629,6088
10,8,1295,951,6088
10,2,1295,317,6088
10,0.5,1295,69,6088
10,0.125,1295,22,6088
10,128,1296,23907,6089
10,32,1296,4897,6089
10,8,1296,1045,6089
10,2,1296,343,6089
10,0.5,1296,81,6089
10,0.125,1296,24,6089
10,128,1297,19508,6090
10,32,1297,3710,6090
10,8,1297,917,6090
10,2,1297,296,6090
10,0.5,1297,67,6090
10,0.125,1297,24,6090
10,128,1298,18230,6091
10,32,1298,3671,6091
10,8,1298,873,6091
10,2,1298,280,6091
10,0.5,1298,63,6091
10,0.125,1298,15,6091
10,128,1299,17494,6092
10,32,1299,3495,6092
10,8,1299,830,6092
10,2,1299,295,6092
10,0.5,1299,64,6092
10,0.125,1299,16,6092
10,128,1300,19422,6093
10,32,1300,3879,6093
10,8,1300,922,6093
10,2,1300,299,6093
10,0.5,1300,53,6093
10,0.125,1300,17,6093
10,128,1301,18418,6094
10,32,1301,3624,6094
10,8,1301,869,6094
10,2,1301,295,6094
10,0.5,1301,54,6094
10,0.125,1301,16,6094
10,128,1302,23560,6095
10,32,1302,4765,6095
10,8,1302,1197,6095
10,2,1302,356,6095
10,0.5,1302,72,6095
10,0.125,1302,25,6095
10,128,1303,16572,6096
10,32,1303,3329,6096
10,8,1303,722,6096
10,2,1303,232,6096
10,0.5,1303,46,6096
10,0.125,1303,23,6096
10,128,1304,19362,6097
10,32,1304,3934,6097
10,8,1304,867,6097
10,2,1304,309,6097
10,0.5,1304,68,6097
10,0.125,1304,24,6097
10,128,1305,22260,6098
10,32,1305,4232,6098
10,8,1305,944,6098
10,2,1305,304,6098
10,0.5,1305,65,6098
10,0.125,1305,19,6098
10,128,1306,19012,6099
10,32,1306,3799,6099
10,8,1306,874,6099
10,2,1306,291,6099
10,0.5,1306,60,6099
10,0.125,1306,12,6099
10,128,1307,17551,6100
10,32,1307,3540,6100
10,8,1307,841,6100
10,2,1307,272,6100
10,0.5,1307,43,6100
10,0.125,1307,18,6100
10,128,1308,18185,6101
10,32,1308,3652,6101
10,8,1308,825,6101
10,2,1308,274,6101
10,0.5,1308,62,6101
10,0.125,1308,19,6101
10,128,1309,17689,6102
10,32,1309,3407,6102
10,8,1309,708,6102
10,2,1309,292,6102
10,0.5,1309,54,6102
10,0.125,1309,22,6102
10,128,1310,19719,6103
10,32,1310,4031,6103
10,8,1310,848,6103
10,2,1310,312,6103
10,0.5,1310,56,6103
10,0.125,1310,23,6103
10,128,1311,16543,6104
10,32,1311,3246,6104
10,8,1311,631,6104
10,2,1311,210,6104
10,0.5,1311,34,6104
10,0.125,1311,12,6104
10,128,1312,21439,6105
10,32,1312,4224,6105
10,8,1312,909,6105
10,2,1312,349,6105
10,0.5,1312,57,6105
10,0.125,1312,24,6105
10,128,1313,15381,6106
10,32,1313,2955,6106
10,8,1313,566,6106
10,2,1313,247,6106
10,0.5,1313,40,6106
10,0.125,1313,11,6106
10,128,1314,18666,6107
10,32,1314,3660,6107
10,8,1314,659,6107
10,2,1314,315,6107
10,0.5,1314,52,6107
10,0.125,1314,20,6107
10,128,1315,23297,6108
10,32,1315,4521,6108
10,8,1315,978,6108
10,2,1315,332,6108
10,0.5,1315,67,6108
10,0.125,1315,35,6108
10,128,1316,18080,6109
10,32,1316,3556,6109
10,8,1316,709,6109
10,2,1316,302,6109
10,0.5,1316,53,6109
10,0.125,1316,12,6109
10,128,1317,18029,6110
10,32,1317,3565,6110
10,8,1317,663,6110
10,2,1317,287,6110
10,0.5,1317,62,6110
10,0.125,1317,20,6110
10,128,1318,22688,6111
10,32,1318,4441,6111
10,8,1318,836,6111
10,2,1318,337,6111
10,0.5,1318,68,6111
10,0.125,1318,25,6111
10,128,1319,18118,6112
10,32,1319,3577,6112
10,8,1319,643,6112
10,2,1319,248,6112
10,0.5,1319,56,6112
10,0.125,1319,12,6112
10,128,1320,21640,6113
10,32,1320,4251,6113
10,8,1320,851,6113
10,2,1320,302,6113
10,0.5,1320,67,6113
10,0.125,1320,15,6113
10,128,1321,18928,6114
10,32,1321,3704,6114
10,8,1321,1009,6114
10,2,1321,275,6114
10,0.5,1321,57,6114
10,0.125,1321,17,6114
10,128,1322,18055,6115
10,32,1322,3678,6115
10,8,1322,832,6115
10,2,1322,295,6115
10,0.5,1322,50,6115
10,0.125,1322,16,6115
10,128,1323,19116,6116
10,32,1323,3877,6116
10,8,1323,876,6116
10,2,1323,296,6116
10,0.5,1323,54,6116
10,0.125,1323,24,6116
10,128,1324,18457,6117
10,32,1324,3676,6117
10,8,1324,853,6117
10,2,1324,297,6117
10,0.5,1324,59,6117
10,0.125,1324,21,6117
10,128,1325,16347,6118
10,32,1325,3266,6118
10,8,1325,696,6118
10,2,1325,231,6118
10,0.5,1325,51,6118
10,0.125,1325,14,6118
10,128,1326,22144,6119
10,32,1326,4614,6119
10,8,1326,999,6119
10,2,1326,339,6119
10,0.5,1326,80,6119
10,0.125,1326,28,6119
10,128,1327,23120,6120
10,32,1327,4561,6120
10,8,1327,1082,6120
10,2,1327,340,6120
10,0.5,1327,68,6120
10,0.125,1327,20,6120
10,128,1328,19277,6121
10,32,1328,3845,6121
10,8,1328,896,6121
10,2,1328,302,6121
10,0.5,1328,50,6121
10,0.125,1328,26,6121
10,128,1329,23124,6122
10,32,1329,4584,6122
10,8,1329,1032,6122
10,2,1329,324,6122
10,0.5,1329,74,6122
10,0.125,1329,25,6122
10,128,1330,22518,6123
10,32,1330,4576,6123
10,8,1330,996,6123
10,2,1330,328,6123
10,0.5,1330,66,6123
10,0.125,1330,20,6123
10,128,1331,4838,6124
10,32,1331,885,6124
10,8,1331,178,6124
10,2,1331,73,6124
10,0.5,1331,14,6124
10,0.125,1331,2,6124
10,128,1332,26236,6125
10,32,1332,4964,6125
10,8,1332,1149,6125
10,2,1332,367,6125
10,0.5,1332,70,6125
10,0.125,1332,29,6125
10,128,1333,16882,6126
10,32,1333,3412,6126
10,8,1333,772,6126
10,2,1333,236,6126
10,0.5,1333,43,6126
10,0.125,1333,17,6126
10,128,1334,21983,6127
10,32,1334,4609,6127
10,8,1334,1091,6127
10,2,1334,333,6127
10,0.5,1334,72,6127
10,0.125,1334,27,6127
10,128,1335,20742,6128
10,32,1335,4188,6128
10,8,1335,888,6128
10,2,1335,322,6128
10,0.5,1335,52,6128
10,0.125,1335,26,6128
10,128,1336,21773,6129
10,32,1336,4520,6129
10,8,1336,974,6129
10,2,1336,345,6129
10,0.5,1336,71,6129
10,0.125,1336,23,6129
10,128,1337,18766,6130
10,32,1337,3922,6130
10,8,1337,890,6130
10,2,1337,290,6130
10,0.5,1337,67,6130
10,0.125,1337,23,6130
10,128,1338,24900,6131
10,32,1338,4841,6131
10,8,1338,1073,6131
10,2,1338,379,6131
10,0.5,1338,79,6131
10,0.125,1338,25,6131
10,128,1339,21539,6132
10,32,1339,4406,6132
10,8,1339,1004,6132
10,2,1339,312,6132
10,0.5,1339,70,6132
10,0.125,1339,15,6132
10,128,1340,13249,6133
10,32,1340,2757,6133
10,8,1340,552,6133
10,2,1340,201,6133
10,0.5,1340,38,6133
10,0.125,1340,23,6133
10,128,1341,7479,6134
10,32,1341,1388,6134
10,8,1341,333,6134
10,2,1341,110,6134
10,0.5,1341,31,6134
10,0.125,1341,8,6134
10,128,1342,12251,6135
10,32,1342,2386,6135
10,8,1342,492,6135
10,2,1342,188,6135
10,0.5,1342,49,6135
10,0.125,1342,17,6135
10,128,1343,5569,6136
10,32,1343,966,6136
10,8,1343,179,6136
10,2,1343,83,6136
10,0.5,1343,19,6136
10,0.125,1343,1,6136
10,128,1344,7389,6137
10,32,1344,1228,6137
10,8,1344,253,6137
10,2,1344,105,6137
10,0.5,1344,28,6137
10,0.125,1344,8,6137
10,128,1345,16543,6138
10,32,1345,3199,6138
10,8,1345,870,6138
10,2,1345,249,6138
10,0.5,1345,49,6138
10,0.125,1345,16,6138
10,128,1346,24005,6139
10,32,1346,4875,6139
10,8,1346,1264,6139
10,2,1346,402,6139
10,0.5,1346,74,6139
10,0.125,1346,33,6139
10,128,1347,20807,6140
10,32,1347,4164,6140
10,8,1347,1073,6140
10,2,1347,333,6140
10,0.5,1347,47,6140
10,0.125,1347,18,6140
10,128,1348,20451,6141
10,32,1348,4103,6141
10,8,1348,1114,6141
10,2,1348,338,6141
10,0.5,1348,56,6141
10,0.125,1348,21,6141
10,128,1349,19692,6142
10,32,1349,4028,6142
10,8,1349,969,6142
10,2,1349,316,6142
10,0.5,1349,47,6142
10,0.125,1349,12,6142
10,128,1350,17372,6143
10,32,1350,3470,6143
10,8,1350,914,6143
10,2,1350,259,6143
10,0.5,1350,50,6143
10,0.125,1350,13,6143
10,128,1351,22640,6144
10,32,1351,4499,6144
10,8,1351,1149,6144
10,2,1351,410,6144
10,0.5,1351,68,6144
10,0.125,1351,31,6144
10,128,1352,25972,6145
10,32,1352,4863,6145
10,8,1352,1325,6145
10,2,1352,405,6145
10,0.5,1352,81,6145
10,0.125,1352,27,6145
10,128,1353,21158,6146
10,32,1353,4224,6146
10,8,1353,1040,6146
10,2,1353,340,6146
10,0.5,1353,57,6146
10,0.125,1353,20,6146
10,128,1354,18143,6147
10,32,1354,3481,6147
10,8,1354,879,6147
10,2,1354,289,6147
10,0.5,1354,58,6147
10,0.125,1354,20,6147
10,128,1355,20691,6148
10,32,1355,4244,6148
10,8,1355,1064,6148
10,2,1355,319,6148
10,0.5,1355,75,6148
10,0.125,1355,17,6148
10,128,1356,18391,6149
10,32,1356,3765,6149
10,8,1356,986,6149
10,2,1356,285,6149
10,0.5,1356,44,6149
10,0.125,1356,24,6149
10,128,1357,23006,6150
10,32,1357,4537,6150
10,8,1357,1164,6150
10,2,1357,365,6150
10,0.5,1357,75,6150
10,0.125,1357,23,6150
10,128,1358,6317,6151
10,32,1358,1238,6151
10,8,1358,320,6151
10,2,1358,102,6151
10,0.5,1358,26,6151
10,0.125,1358,5,6151
10,128,1359,21231,6152
10,32,1359,4327,6152
10,8,1359,1034,6152
10,2,1359,330,6152
10,0.5,1359,52,6152
10,0.125,1359,24,6152
10,128,1360,18559,6153
10,32,1360,3788,6153
10,8,1360,975,6153
10,2,1360,276,6153
10,0.5,1360,63,6153
10,0.125,1360,20,6153
10,128,1361,16473,6154
10,32,1361,3345,6154
10,8,1361,812,6154
10,2,1361,254,6154
10,0.5,1361,67,6154
10,0.125,1361,14,6154
10,128,1362,24009,6155
10,32,1362,4657,6155
10,8,1362,1204,6155
10,2,1362,361,6155
10,0.5,1362,84,6155
10,0.125,1362,32,6155
10,128,1363,24135,6156
10,32,1363,4942,6156
10,8,1363,1189,6156
10,2,1363,338,6156
10,0.5,1363,78,6156
10,0.125,1363,25,6156
10,128,1364,25632,6157
10,32,1364,5274,6157
10,8,1364,1227,6157
10,2,1364,376,6157
10,0.5,1364,75,6157
10,0.125,1364,31,6157
10,128,1365,24660,6158
10,32,1365,4828,6158
10,8,1365,1205,6158
10,2,1365,404,6158
10,0.5,1365,85,6158
10,0.125,1365,15,6158
10,128,1366,21305,6159
10,32,1366,4403,6159
10,8,1366,1098,6159
10,2,1366,340,6159
10,0.5,1366,63,6159
10,0.125,1366,29,6159
10,128,1367,19969,6160
10,32,1367,4230,6160
10,8,1367,1047,6160
10,2,1367,315,6160
10,0.5,1367,46,6160
10,0.125,1367,23,6160
10,128,1368,26845,6161
10,32,1368,5219,6161
10,8,1368,1329,6161
10,2,1368,425,6161
10,0.5,1368,97,6161
10,0.125,1368,32,6161
10,128,1369,12032,6162
10,32,1369,2465,6162
10,8,1369,600,6162
10,2,1369,216,6162
10,0.5,1369,50,6162
10,0.125,1369,10,6162
10,128,1370,13593,6163
10,32,1370,3056,6163
10,8,1370,718,6163
10,2,1370,222,6163
10,0.5,1370,31,6163
10,0.125,1370,15,6163
10,128,1371,15136,6164
10,32,1371,3269,6164
10,8,1371,780,6164
10,2,1371,273,6164
10,0.5,1371,48,6164
10,0.125,1371,14,6164
10,128,1372,17190,6165
10,32,1372,3738,6165
10,8,1372,949,6165
10,2,1372,281,6165
10,0.5,1372,58,6165
10,0.125,1372,22,6165
10,128,1373,19721,6166
10,32,1373,3983,6166
10,8,1373,1029,6166
10,2,1373,348,6166
10,0.5,1373,57,6166
10,0.125,1373,18,6166
10,128,1374,18534,6167
10,32,1374,3555,6167
10,8,1374,804,6167
10,2,1374,292,6167
10,0.5,1374,48,6167
10,0.125,1374,14,6167
10,128,1375,12878,6168
10,32,1375,2589,6168
10,8,1375,676,6168
10,2,1375,212,6168
10,0.5,1375,40,6168
10,0.125,1375,16,6168
10,128,1376,13156,6169
10,32,1376,2729,6169
10,8,1376,685,6169
10,2,1376,202,6169
10,0.5,1376,53,6169
10,0.125,1376,11,6169
10,128,1377,13698,6170
10,32,1377,2783,6170
10,8,1377,617,6170
10,2,1377,244,6170
10,0.5,1377,42,6170
10,0.125,1377,17,6170
10,128,1378,15365,6171
10,32,1378,3175,6171
10,8,1378,730,6171
10,2,1378,262,6171
10,0.5,1378,40,6171
10,0.125,1378,15,6171
10,128,1379,7152,6172
10,32,1379,1405,6172
10,8,1379,313,6172
10,2,1379,122,6172
10,0.5,1379,30,6172
10,0.125,1379,7,6172
10,128,1380,14786,6173
10,32,1380,2886,6173
10,8,1380,684,6173
10,2,1380,247,6173
10,0.5,1380,35,6173
10,0.125,1380,10,6173
10,128,1381,14847,6174
10,32,1381,2848,6174
10,8,1381,789,6174
10,2,1381,212,6174
10,0.5,1381,54,6174
10,0.125,1381,9,6174
10,128,1382,19809,6175
10,32,1382,4076,6175
10,8,1382,1024,6175
10,2,1382,333,6175
10,0.5,1382,65,6175
10,0.125,1382,22,6175
10,128,1383,19372,6176
10,32,1383,4015,6176
10,8,1383,952,6176
10,2,1383,341,6176
10,0.5,1383,51,6176
10,0.125,1383,19,6176
10,128,1384,19649,6177
10,32,1384,3925,6177
10,8,1384,966,6177
10,2,1384,322,6177
10,0.5,1384,66,6177
10,0.125,1384,15,6177
10,128,1385,18494,6178
10,32,1385,3807,6178
10,8,1385,912,6178
10,2,1385,303,6178
10,0.5,1385,48,6178
10,0.125,1385,15,6178
10,128,1386,19906,6179
10,32,1386,4013,6179
10,8,1386,936,6179
10,2,1386,332,6179
10,0.5,1386,44,6179
10,0.125,1386,25,6179
10,128,1387,16570,6180
10,32,1387,3368,6180
10,8,1387,834,6180
10,2,1387,254,6180
10,0.5,1387,51,6180
10,0.125,1387,26,6180
10,128,1388,5301,6181
10,32,1388,942,6181
10,8,1388,214,6181
10,2,1388,83,6181
10,0.5,1388,18,6181
10,0.125,1388,4,6181
10,128,1389,23248,6182
10,32,1389,4672,6182
10,8,1389,1088,6182
10,2,1389,357,6182
10,0.5,1389,73,6182
10,0.125,1389,22,6182
10,128,1390,19393,6183
10,32,1390,3934,6183
10,8,1390,974,6183
10,2,1390,364,6183
10,0.5,1390,54,6183
10,0.125,1390,22,6183
10,128,1391,5869,6184
10,32,1391,1080,6184
10,8,1391,263,6184
10,2,1391,99,6184
10,0.5,1391,21,6184
10,0.125,1391,9,6184
10,128,1392,23994,6185
10,32,1392,4808,6185
10,8,1392,1097,6185
10,2,1392,407,6185
10,0.5,1392,68,6185
10,0.125,1392,23,6185
10,128,1393,20240,6186
10,32,1393,4411,6186
10,8,1393,1026,6186
10,2,1393,304,6186
10,0.5,1393,65,6186
10,0.125,1393,24,6186
10,128,1394,18943,6187
10,32,1394,3779,6187
10,8,1394,814,6187
10,2,1394,246,6187
10,0.5,1394,62,6187
10,0.125,1394,27,6187
10,128,1395,23751,6188
10,32,1395,4979,6188
10,8,1395,1087,6188
10,2,1395,357,6188
10,0.5,1395,71,6188
10,0.125,1395,26,6188
10,128,1396,21684,6189
10,32,1396,4879,6189
10,8,1396,1026,6189
10,2,1396,303,6189
10,0.5,1396,66,6189
10,0.125,1396,28,6189
10,128,1397,21987,6190
10,32,1397,4380,6190
10,8,1397,943,6190
10,2,1397,301,6190
10,0.5,1397,63,6190
10,0.125,1397,21,6190
10,128,1398,20023,6191
10,32,1398,4107,6191
10,8,1398,884,6191
10,2,1398,307,6191
10,0.5,1398,70,6191
10,0.125,1398,19,6191
10,128,1399,22410,6192
10,32,1399,4694,6192
10,8,1399,1056,6192
10,2,1399,329,6192
10,0.5,1399,88,6192
10,0.125,1399,22,6192
10,128,1400,21167,6193
10,32,1400,4700,6193
10,8,1400,1014,6193
10,2,1400,308,6193
10,0.5,1400,69,6193
10,0.125,1400,27,6193
10,128,1401,8107,6194
10,32,1401,1583,6194
10,8,1401,350,6194
10,2,1401,111,6194
10,0.5,1401,24,6194
10,0.125,1401,6,6194
10,128,1402,11089,6195
10,32,1402,2310,6195
10,8,1402,467,6195
10,2,1402,150,6195
10,0.5,1402,37,6195
10,0.125,1402,11,6195
10,128,1403,16531,6196
10,32,1403,3526,6196
10,8,1403,760,6196
10,2,1403,236,6196
10,0.5,1403,55,6196
10,0.125,1403,25,6196
10,128,1404,20570,6197
10,32,1404,4260,6197
10,8,1404,897,6197
10,2,1404,303,6197
10,0.5,1404,50,6197
10,0.125,1404,21,6197
10,128,1405,21989,6198
10,32,1405,4311,6198
10,8,1405,824,6198
10,2,1405,288,6198
10,0.5,1405,49,6198
10,0.125,1405,16,6198
10,128,1406,17960,6199
10,32,1406,3391,6199
10,8,1406,583,6199
10,2,1406,244,6199
10,0.5,1406,56,6199
10,0.125,1406,15,6199
10,128,1407,14796,6200
10,32,1407,2904,6200
10,8,1407,491,6200
10,2,1407,211,6200
10,0.5,1407,40,6200
10,0.125,1407,13,6200
10,128,1408,20072,6201
10,32,1408,4188,6201
10,8,1408,784,6201
10,2,1408,286,6201
10,0.5,1408,61,6201
10,0.125,1408,14,6201
10,128,1409,19384,6202
10,32,1409,3804,6202
10,8,1409,675,6202
10,2,1409,259,6202
10,0.5,1409,61,6202
10,0.125,1409,14,6202
10,128,1410,23216,6203
10,32,1410,4860,6203
10,8,1410,889,6203
10,2,1410,322,6203
10,0.5,1410,74,6203
10,0.125,1410,30,6203
10,128,1411,17660,6204
10,32,1411,3520,6204
10,8,1411,600,6204
10,2,1411,232,6204
10,0.5,1411,64,6204
10,0.125,1411,24,6204
10,128,1412,18430,6205
10,32,1412,3790,6205
10,8,1412,570,6205
10,2,1412,253,6205
10,0.5,1412,56,6205
10,0.125,1412,21,6205
10,128,1413,17442,6206
10,32,1413,3470,6206
10,8,1413,541,6206
10,2,1413,239,6206
10,0.5,1413,48,6206
10,0.125,1413,20,6206
10,128,1414,18386,6207
10,32,1414,3827,6207
10,8,1414,712,6207
10,2,1414,233,6207
10,0.5,1414,47,6207
10,0.125,1414,15,6207
10,128,1415,17343,6208
10,32,1415,3598,6208
10,8,1415,611,6208
10,2,1415,219,6208
10,0.5,1415,58,6208
10,0.125,1415,13,6208
10,128,1416,18549,6209
10,32,1416,3692,6209
10,8,1416,727,6209
10,2,1416,229,6209
10,0.5,1416,56,6209
10,0.125,1416,16,6209
10,128,1417,18094,6210
10,32,1417,3949,6210
10,8,1417,838,6210
10,2,1417,263,6210
10,0.5,1417,65,6210
10,0.125,1417,16,6210
10,128,1418,18971,6211
10,32,1418,4069,6211
10,8,1418,825,6211
10,2,1418,254,6211
10,0.5,1418,60,6211
10,0.125,1418,17,6211
10,128,1419,18542,6212
10,32,1419,3855,6212
10,8,1419,734,6212
10,2,1419,296,6212
10,0.5,1419,58,6212
10,0.125,1419,13,6212
10,128,1420,23432,6213
10,32,1420,4908,6213
10,8,1420,951,6213
10,2,1420,332,6213
10,0.5,1420,68,6213
10,0.125,1420,30,6213
10,128,1421,18001,6214
10,32,1421,3678,6214
10,8,1421,693,6214
10,2,1421,248,6214
10,0.5,1421,53,6214
10,0.125,1421,12,6214
10,128,1422,20034,6215
10,32,1422,4189,6215
10,8,1422,807,6215
10,2,1422,305,6215
10,0.5,1422,63,6215
10,0.125,1422,16,6215
10,128,1423,22955,6216
10,32,1423,4680,6216
10,8,1423,875,6216
10,2,1423,319,6216
10,0.5,1423,73,6216
10,0.125,1423,14,6216
10,128,1424,23667,6217
10,32,1424,4922,6217
10,8,1424,1012,6217
10,2,1424,342,6217
10,0.5,1424,69,6217
10,0.125,1424,15,6217
10,128,1425,25122,6218
10,32,1425,5100,6218
10,8,1425,1108,6218
10,2,1425,346,6218
10,0.5,1425,81,6218
10,0.125,1425,28,6218
10,128,1426,24422,6219
10,32,1426,4924,6219
10,8,1426,1044,6219
10,2,1426,327,6219
10,0.5,1426,81,6219
10,0.125,1426,18,6219
10,128,1427,21106,6220
10,32,1427,4277,6220
10,8,1427,799,6220
10,2,1427,291,6220
10,0.5,1427,67,6220
10,0.125,1427,10,6220
10,128,1428,21380,6221
10,32,1428,4530,6221
10,8,1428,868,6221
10,2,1428,314,6221
10,0.5,1428,61,6221
10,0.125,1428,19,6221
10,128,1429,23330,6222
10,32,1429,4781,6222
10,8,1429,1152,6222
10,2,1429,327,6222
10,0.5,1429,69,6222
10,0.125,1429,18,6222
10,128,1430,23357,6223
10,32,1430,4941,6223
10,8,1430,1090,6223
10,2,1430,386,6223
10,0.5,1430,66,6223
10,0.125,1430,31,6223
10,128,1431,23590,6224
10,32,1431,5163,6224
10,8,1431,1177,6224
10,2,1431,355,6224
10,0.5,1431,59,6224
10,0.125,1431,22,6224
10,128,1432,25504,6225
10,32,1432,5351,6225
10,8,1432,1221,6225
10,2,1432,427,6225
10,0.5,1432,107,6225
10,0.125,1432,26,6225
10,128,1433,21636,6226
10,32,1433,4446,6226
10,8,1433,1036,6226
10,2,1433,322,6226
10,0.5,1433,66,6226
10,0.125,1433,20,6226
10,128,1434,23007,6227
10,32,1434,4911,6227
10,8,1434,1098,6227
10,2,1434,343,6227
10,0.5,1434,74,6227
10,0.125,1434,22,6227
10,128,1435,23361,6228
10,32,1435,4636,6228
10,8,1435,1113,6228
10,2,1435,378,6228
10,0.5,1435,74,6228
10,0.125,1435,29,6228
10,128,1436,15160,6229
10,32,1436,3009,6229
10,8,1436,658,6229
10,2,1436,224,6229
10,0.5,1436,48,6229
10,0.125,1436,14,6229
10,128,1437,6921,6230
10,32,1437,1359,6230
10,8,1437,336,6230
10,2,1437,106,6230
10,0.5,1437,28,6230
10,0.125,1437,5,6230
10,128,1438,22648,6231
10,32,1438,4581,6231
10,8,1438,1066,6231
10,2,1438,377,6231
10,0.5,1438,81,6231
10,0.125,1438,20,6231
10,128,1439,12712,6232
10,32,1439,2716,6232
10,8,1439,550,6232
10,2,1439,188,6232
10,0.5,1439,34,6232
10,0.125,1439,14,6232
10,128,1440,29681,6233
10,32,1440,5950,6233
10,8,1440,1386,6233
10,2,1440,440,6233
10,0.5,1440,77,6233
10,0.125,1440,34,6233
10,128,1441,27268,6234
10,32,1441,5607,6234
10,8,1441,1410,6234
10,2,1441,423,6234
10,0.5,1441,91,6234
10,0.125,1441,37,6234
10,128,1442,21695,6235
10,32,1442,4602,6235
10,8,1442,1038,6235
10,2,1442,329,6235
10,0.5,1442,81,6235
10,0.125,1442,24,6235
10,128,1443,22095,6236
10,32,1443,4537,6236
10,8,1443,1041,6236
10,2,1443,300,6236
10,0.5,1443,68,6236
10,0.125,1443,30,6236
10,128,1444,21762,6237
10,32,1444,4403,6237
10,8,1444,1036,6237
10,2,1444,310,6237
10,0.5,1444,72,6237
10,0.125,1444,18,6237
10,128,1445,17589,6238
10,32,1445,3705,6238
10,8,1445,877,6238
10,2,1445,259,6238
10,0.5,1445,59,6238
10,0.125,1445,25,6238
10,128,1446,22864,6239
10,32,1446,4794,6239
10,8,1446,992,6239
10,2,1446,354,6239
10,0.5,1446,65,6239
10,0.125,1446,17,6239
10,128,1447,23320,6240
10,32,1447,4979,6240
10,8,1447,1165,6240
10,2,1447,354,6240
10,0.5,1447,92,6240
10,0.125,1447,28,6240
10,128,1448,24971,6241
10,32,1448,5067,6241
10,8,1448,1194,6241
10,2,1448,419,6241
10,0.5,1448,88,6241
10,0.125,1448,20,6241
10,128,1449,22478,6242
10,32,1449,4861,6242
10,8,1449,1030,6242
10,2,1449,387,6242
10,0.5,1449,72,6242
10,0.125,1449,20,6242
10,128,1450,24279,6243
10,32,1450,5139,6243
10,8,1450,1188,6243
10,2,1450,401,6243
10,0.5,1450,67,6243
10,0.125,1450,20,6243
10,128,1451,21060,6244
10,32,1451,4302,6244
10,8,1451,941,6244
10,2,1451,290,6244
10,0.5,1451,79,6244
10,0.125,1451,33,6244
10,128,1452,25182,6245
10,32,1452,5290,6245
10,8,1452,1234,6245
10,2,1452,387,6245
10,0.5,1452,73,6245
10,0.125,1452,23,6245
10,128,1453,20079,6246
10,32,1453,4171,6246
10,8,1453,1037,6246
10,2,1453,312,6246
10,0.5,1453,64,6246
10,0.125,1453,21,6246
10,128,1454,21775,6247
10,32,1454,4530,6247
10,8,1454,1006,6247
10,2,1454,342,6247
10,0.5,1454,60,6247
10,0.125,1454,23,6247
10,128,1455,18027,6248
10,32,1455,3801,6248
10,8,1455,866,6248
10,2,1455,292,6248
10,0.5,1455,72,6248
10,0.125,1455,20,6248
10,128,1456,18382,6249
10,32,1456,3829,6249
10,8,1456,838,6249
10,2,1456,276,6249
10,0.5,1456,70,6249
10,0.125,1456,22,6249
10,128,1457,12121,6250
10,32,1457,2434,6250
10,8,1457,500,6250
10,2,1457,181,6250
10,0.5,1457,46,6250
10,0.125,1457,17,6250
10,128,1458,22087,6251
10,32,1458,4536,6251
10,8,1458,989,6251
10,2,1458,337,6251
10,0.5,1458,69,6251
10,0.125,1458,23,6251
10,128,1459,25737,6252
10,32,1459,5286,6252
10,8,1459,1277,6252
10,2,1459,349,6252
10,0.5,1459,83,6252
10,0.125,1459,40,6252
10,128,1460,20174,6253
10,32,1460,4450,6253
10,8,1460,1003,6253
10,2,1460,288,6253
10,0.5,1460,77,6253
10,0.125,1460,29,6253
10,128,1461,10360,6254
10,32,1461,1952,6254
10,8,1461,412,6254
10,2,1461,149,6254
10,0.5,1461,43,6254
10,0.125,1461,11,6254
10,128,1462,5666,6255
10,32,1462,1033,6255
10,8,1462,186,6255
10,2,1462,73,6255
10,0.5,1462,20,6255
10,0.125,1462,9,6255
10,128,1463,6828,6256
10,32,1463,1137,6256
10,8,1463,249,6256
10,2,1463,102,6256
10,0.5,1463,21,6256
10,0.125,1463,9,6256
10,128,1464,14493,6257
10,32,1464,2844,6257
10,8,1464,614,6257
10,2,1464,200,6257
10,0.5,1464,54,6257
10,0.125,1464,16,6257
10,128,1465,21307,6258
10,32,1465,4039,6258
10,8,1465,765,6258
10,2,1465,297,6258
10,0.5,1465,74,6258
10,0.125,1465,29,6258
10,128,1466,20200,6259
10,32,1466,4078,6259
10,8,1466,782,6259
10,2,1466,265,6259
10,0.5,1466,61,6259
10,0.125,1466,18,6259
10,128,1467,20450,6260
10,32,1467,4232,6260
10,8,1467,819,6260
10,2,1467,272,6260
10,0.5,1467,63,6260
10,0.125,1467,18,6260
10,128,1468,20615,6261
10,32,1468,4150,6261
10,8,1468,836,6261
