"DataSet","RNA","SampleID","Count","UID"
8,8,612,2604,2134
8,2,612,658,2134
8,0.5,612,180,2134
8,0.125,612,99,2134
8,128,613,39020,2135
8,32,613,9748,2135
8,8,613,3061,2135
8,2,613,757,2135
8,0.5,613,158,2135
8,0.125,613,97,2135
8,128,614,35334,2136
8,32,614,8413,2136
8,8,614,2683,2136
8,2,614,656,2136
8,0.5,614,164,2136
8,0.125,614,102,2136
8,128,615,33409,2137
8,32,615,8327,2137
8,8,615,2565,2137
8,2,615,595,2137
8,0.5,615,153,2137
8,0.125,615,93,2137
8,128,616,30887,2138
8,32,616,7529,2138
8,8,616,2336,2138
8,2,616,610,2138
8,0.5,616,152,2138
8,0.125,616,81,2138
8,128,617,32122,2139
8,32,617,8034,2139
8,8,617,2535,2139
8,2,617,604,2139
8,0.5,617,145,2139
8,0.125,617,87,2139
8,128,618,39121,2140
8,32,618,9265,2140
8,8,618,3005,2140
8,2,618,743,2140
8,0.5,618,162,2140
8,0.125,618,90,2140
8,128,619,27279,2141
8,32,619,6519,2141
8,8,619,2078,2141
8,2,619,507,2141
8,0.5,619,118,2141
8,0.125,619,66,2141
8,128,620,31053,2142
8,32,620,7493,2142
8,8,620,2245,2142
8,2,620,541,2142
8,0.5,620,134,2142
8,0.125,620,56,2142
8,128,621,28611,2143
8,32,621,7084,2143
8,8,621,2289,2143
8,2,621,548,2143
8,0.5,621,139,2143
8,0.125,621,62,2143
8,128,622,33501,2144
8,32,622,7816,2144
8,8,622,2370,2144
8,2,622,583,2144
8,0.5,622,154,2144
8,0.125,622,83,2144
8,128,623,30213,2145
8,32,623,7358,2145
8,8,623,2217,2145
8,2,623,507,2145
8,0.5,623,117,2145
8,0.125,623,71,2145
8,128,624,33371,2146
8,32,624,8245,2146
8,8,624,2498,2146
8,2,624,616,2146
8,0.5,624,157,2146
8,0.125,624,71,2146
8,128,625,33070,2147
8,32,625,7786,2147
8,8,625,2437,2147
8,2,625,545,2147
8,0.5,625,146,2147
8,0.125,625,74,2147
8,128,626,33261,2148
8,32,626,7963,2148
8,8,626,2473,2148
8,2,626,587,2148
8,0.5,626,121,2148
8,0.125,626,85,2148
8,128,627,28533,2149
8,32,627,7084,2149
8,8,627,2235,2149
8,2,627,498,2149
8,0.5,627,117,2149
8,0.125,627,66,2149
8,128,628,21904,2150
8,32,628,5309,2150
8,8,628,1716,2150
8,2,628,398,2150
8,0.5,628,85,2150
8,0.125,628,57,2150
8,128,629,30893,2151
8,32,629,7183,2151
8,8,629,2209,2151
8,2,629,550,2151
8,0.5,629,153,2151
8,0.125,629,77,2151
8,128,630,34450,2152
8,32,630,8847,2152
8,8,630,2690,2152
8,2,630,622,2152
8,0.5,630,140,2152
8,0.125,630,79,2152
8,128,631,35416,2153
8,32,631,8686,2153
8,8,631,2665,2153
8,2,631,647,2153
8,0.5,631,132,2153
8,0.125,631,76,2153
8,128,632,28099,2154
8,32,632,6979,2154
8,8,632,2191,2154
8,2,632,550,2154
8,0.5,632,132,2154
8,0.125,632,71,2154
8,128,633,33448,2155
8,32,633,7960,2155
8,8,633,2450,2155
8,2,633,641,2155
8,0.5,633,154,2155
8,0.125,633,88,2155
8,128,634,40015,2156
8,32,634,9283,2156
8,8,634,2876,2156
8,2,634,767,2156
8,0.5,634,175,2156
8,0.125,634,84,2156
8,128,635,33552,2157
8,32,635,8426,2157
8,8,635,2641,2157
8,2,635,653,2157
8,0.5,635,155,2157
8,0.125,635,98,2157
8,128,636,33324,2158
8,32,636,7882,2158
8,8,636,2474,2158
8,2,636,577,2158
8,0.5,636,148,2158
8,0.125,636,87,2158
8,128,637,28465,2159
8,32,637,6793,2159
8,8,637,2170,2159
8,2,637,533,2159
8,0.5,637,131,2159
8,0.125,637,70,2159
8,128,638,30718,2160
8,32,638,7803,2160
8,8,638,2439,2160
8,2,638,556,2160
8,0.5,638,172,2160
8,0.125,638,80,2160
8,128,639,33644,2161
8,32,639,8156,2161
8,8,639,2506,2161
8,2,639,611,2161
8,0.5,639,168,2161
8,0.125,639,67,2161
8,128,640,30721,2162
8,32,640,7912,2162
8,8,640,2440,2162
8,2,640,577,2162
8,0.5,640,135,2162
8,0.125,640,69,2162
8,128,641,34194,2163
8,32,641,7858,2163
8,8,641,2632,2163
8,2,641,637,2163
8,0.5,641,145,2163
8,0.125,641,84,2163
8,128,642,36713,2164
8,32,642,9625,2164
8,8,642,2852,2164
8,2,642,712,2164
8,0.5,642,158,2164
8,0.125,642,113,2164
8,128,643,36669,2165
8,32,643,8618,2165
8,8,643,2660,2165
8,2,643,673,2165
8,0.5,643,164,2165
8,0.125,643,104,2165
8,128,644,39419,2166
8,32,644,9108,2166
8,8,644,2715,2166
8,2,644,699,2166
8,0.5,644,159,2166
8,0.125,644,113,2166
8,128,645,32087,2167
8,32,645,7902,2167
8,8,645,2364,2167
8,2,645,605,2167
8,0.5,645,152,2167
8,0.125,645,59,2167
8,128,646,31617,2168
8,32,646,7765,2168
8,8,646,2411,2168
8,2,646,580,2168
8,0.5,646,151,2168
8,0.125,646,108,2168
8,128,647,50739,2169
8,32,647,12040,2169
8,8,647,3747,2169
8,2,647,867,2169
8,0.5,647,224,2169
8,0.125,647,114,2169
8,128,648,35089,2170
8,32,648,8708,2170
8,8,648,2733,2170
8,2,648,662,2170
8,0.5,648,180,2170
8,0.125,648,73,2170
8,128,649,38451,2171
8,32,649,9560,2171
8,8,649,2910,2171
8,2,649,715,2171
8,0.5,649,192,2171
8,0.125,649,108,2171
8,128,650,44916,2172
8,32,650,10700,2172
8,8,650,3211,2172
8,2,650,831,2172
8,0.5,650,198,2172
8,0.125,650,96,2172
8,128,651,39011,2173
8,32,651,9828,2173
8,8,651,2901,2173
8,2,651,713,2173
8,0.5,651,209,2173
8,0.125,651,106,2173
8,128,652,39871,2174
8,32,652,9918,2174
8,8,652,3060,2174
8,2,652,761,2174
8,0.5,652,169,2174
8,0.125,652,92,2174
8,128,653,34058,2175
8,32,653,8732,2175
8,8,653,2686,2175
8,2,653,675,2175
8,0.5,653,166,2175
8,0.125,653,78,2175
8,128,654,33903,2176
8,32,654,7915,2176
8,8,654,2471,2176
8,2,654,586,2176
8,0.5,654,140,2176
8,0.125,654,74,2176
8,128,655,28254,2177
8,32,655,8178,2177
8,8,655,2357,2177
8,2,655,544,2177
8,0.5,655,138,2177
8,0.125,655,80,2177
8,128,656,26690,2178
8,32,656,7017,2178
8,8,656,2103,2178
8,2,656,501,2178
8,0.5,656,120,2178
8,0.125,656,72,2178
8,128,657,27976,2179
8,32,657,7482,2179
8,8,657,2218,2179
8,2,657,544,2179
8,0.5,657,133,2179
8,0.125,657,71,2179
8,128,658,33676,2180
8,32,658,9033,2180
8,8,658,2754,2180
8,2,658,658,2180
8,0.5,658,138,2180
8,0.125,658,45,2180
8,128,659,28727,2181
8,32,659,7932,2181
8,8,659,2419,2181
8,2,659,577,2181
8,0.5,659,135,2181
8,0.125,659,55,2181
8,128,660,31501,2182
8,32,660,7824,2182
8,8,660,2355,2182
8,2,660,589,2182
8,0.5,660,172,2182
8,0.125,660,66,2182
8,128,661,33577,2183
8,32,661,8585,2183
8,8,661,2568,2183
8,2,661,617,2183
8,0.5,661,138,2183
8,0.125,661,99,2183
8,128,662,31218,2184
8,32,662,8121,2184
8,8,662,2515,2184
8,2,662,581,2184
8,0.5,662,136,2184
8,0.125,662,76,2184
8,128,663,29844,2185
8,32,663,7464,2185
8,8,663,2311,2185
8,2,663,626,2185
8,0.5,663,132,2185
8,0.125,663,83,2185
8,128,664,31516,2186
8,32,664,8044,2186
8,8,664,2363,2186
8,2,664,605,2186
8,0.5,664,149,2186
8,0.125,664,81,2186
8,128,665,31179,2187
8,32,665,7723,2187
8,8,665,2429,2187
8,2,665,581,2187
8,0.5,665,147,2187
8,0.125,665,99,2187
8,128,666,26959,2188
8,32,666,6918,2188
8,8,666,2145,2188
8,2,666,509,2188
8,0.5,666,130,2188
8,0.125,666,87,2188
8,128,667,25863,2189
8,32,667,6356,2189
8,8,667,1978,2189
8,2,667,512,2189
8,0.5,667,112,2189
8,0.125,667,67,2189
8,128,668,22624,2190
8,32,668,5484,2190
8,8,668,1648,2190
8,2,668,391,2190
8,0.5,668,89,2190
8,0.125,668,84,2190
8,128,669,26460,2191
8,32,669,7260,2191
8,8,669,2125,2191
8,2,669,517,2191
8,0.5,669,122,2191
8,0.125,669,82,2191
8,128,670,22573,2192
8,32,670,5683,2192
8,8,670,1735,2192
8,2,670,410,2192
8,0.5,670,113,2192
8,0.125,670,60,2192
8,128,671,26304,2193
8,32,671,6424,2193
8,8,671,2081,2193
8,2,671,481,2193
8,0.5,671,136,2193
8,0.125,671,83,2193
8,128,672,30620,2194
8,32,672,7947,2194
8,8,672,2463,2194
8,2,672,585,2194
8,0.5,672,153,2194
8,0.125,672,86,2194
8,128,673,32026,2195
8,32,673,7726,2195
8,8,673,2417,2195
8,2,673,568,2195
8,0.5,673,117,2195
8,0.125,673,79,2195
8,128,674,31014,2196
8,32,674,7748,2196
8,8,674,2288,2196
8,2,674,608,2196
8,0.5,674,120,2196
8,0.125,674,73,2196
8,128,675,33228,2197
8,32,675,8353,2197
8,8,675,2535,2197
8,2,675,622,2197
8,0.5,675,147,2197
8,0.125,675,102,2197
8,128,676,22803,2198
8,32,676,6315,2198
8,8,676,1901,2198
8,2,676,463,2198
8,0.5,676,108,2198
8,0.125,676,64,2198
8,128,677,32698,2199
8,32,677,7466,2199
8,8,677,2342,2199
8,2,677,517,2199
8,0.5,677,159,2199
8,0.125,677,89,2199
8,128,678,33030,2200
8,32,678,7732,2200
8,8,678,2435,2200
8,2,678,553,2200
8,0.5,678,159,2200
8,0.125,678,62,2200
8,128,679,25039,2201
8,32,679,6022,2201
8,8,679,1914,2201
8,2,679,437,2201
8,0.5,679,104,2201
8,0.125,679,73,2201
8,128,680,34947,2202
8,32,680,8567,2202
8,8,680,2661,2202
8,2,680,654,2202
8,0.5,680,157,2202
8,0.125,680,113,2202
8,128,681,25301,2203
8,32,681,5865,2203
8,8,681,1914,2203
8,2,681,448,2203
8,0.5,681,113,2203
8,0.125,681,66,2203
8,128,682,32634,2204
8,32,682,7432,2204
8,8,682,2308,2204
8,2,682,545,2204
8,0.5,682,114,2204
8,0.125,682,81,2204
8,128,683,32217,2205
8,32,683,7730,2205
8,8,683,2332,2205
8,2,683,554,2205
8,0.5,683,165,2205
8,0.125,683,70,2205
8,128,684,31552,2206
8,32,684,7428,2206
8,8,684,2285,2206
8,2,684,582,2206
8,0.5,684,137,2206
8,0.125,684,84,2206
8,128,685,28175,2207
8,32,685,6738,2207
8,8,685,2092,2207
8,2,685,476,2207
8,0.5,685,104,2207
8,0.125,685,89,2207
8,128,686,35822,2208
8,32,686,8836,2208
8,8,686,2722,2208
8,2,686,635,2208
8,0.5,686,145,2208
8,0.125,686,74,2208
8,128,687,22695,2209
8,32,687,5431,2209
8,8,687,1678,2209
8,2,687,405,2209
8,0.5,687,89,2209
8,0.125,687,56,2209
8,128,688,36564,2210
8,32,688,8960,2210
8,8,688,2762,2210
8,2,688,688,2210
8,0.5,688,154,2210
8,0.125,688,102,2210
8,128,689,27762,2211
8,32,689,6825,2211
8,8,689,2131,2211
8,2,689,507,2211
8,0.5,689,131,2211
8,0.125,689,71,2211
8,128,690,26719,2212
8,32,690,6528,2212
8,8,690,1949,2212
8,2,690,535,2212
8,0.5,690,133,2212
8,0.125,690,68,2212
8,128,691,27690,2213
8,32,691,7227,2213
8,8,691,2131,2213
8,2,691,500,2213
8,0.5,691,127,2213
8,0.125,691,62,2213
8,128,692,28686,2214
8,32,692,6790,2214
8,8,692,2109,2214
8,2,692,547,2214
8,0.5,692,152,2214
8,0.125,692,61,2214
8,128,693,29708,2215
8,32,693,7132,2215
8,8,693,2231,2215
8,2,693,542,2215
8,0.5,693,118,2215
8,0.125,693,58,2215
8,128,694,31406,2216
8,32,694,7757,2216
8,8,694,2446,2216
8,2,694,616,2216
8,0.5,694,145,2216
8,0.125,694,72,2216
8,128,695,24883,2217
8,32,695,5958,2217
8,8,695,1745,2217
8,2,695,423,2217
8,0.5,695,108,2217
8,0.125,695,72,2217
8,128,696,25413,2218
8,32,696,6342,2218
8,8,696,2050,2218
8,2,696,466,2218
8,0.5,696,129,2218
8,0.125,696,63,2218
8,128,697,36354,2219
8,32,697,8838,2219
8,8,697,2666,2219
8,2,697,676,2219
8,0.5,697,162,2219
8,0.125,697,91,2219
8,128,698,30375,2220
8,32,698,7064,2220
8,8,698,2222,2220
8,2,698,507,2220
8,0.5,698,142,2220
8,0.125,698,66,2220
8,128,699,30198,2221
8,32,699,7248,2221
8,8,699,2203,2221
8,2,699,525,2221
8,0.5,699,130,2221
8,0.125,699,60,2221
8,128,700,30916,2222
8,32,700,7285,2222
8,8,700,2406,2222
8,2,700,588,2222
8,0.5,700,125,2222
8,0.125,700,92,2222
8,128,701,31433,2223
8,32,701,7734,2223
8,8,701,2421,2223
8,2,701,629,2223
8,0.5,701,148,2223
8,0.125,701,77,2223
8,128,702,32153,2224
8,32,702,8126,2224
8,8,702,2513,2224
8,2,702,617,2224
8,0.5,702,137,2224
8,0.125,702,74,2224
8,128,703,30267,2225
8,32,703,7544,2225
8,8,703,2248,2225
8,2,703,580,2225
8,0.5,703,152,2225
8,0.125,703,55,2225
8,128,704,32402,2226
8,32,704,8196,2226
8,8,704,2549,2226
8,2,704,620,2226
8,0.5,704,152,2226
8,0.125,704,81,2226
8,128,705,31707,2227
8,32,705,8039,2227
8,8,705,2458,2227
8,2,705,617,2227
8,0.5,705,162,2227
8,0.125,705,72,2227
8,128,706,36395,2228
8,32,706,9072,2228
8,8,706,2842,2228
8,2,706,707,2228
8,0.5,706,173,2228
8,0.125,706,84,2228
8,128,707,30901,2229
8,32,707,7479,2229
8,8,707,2325,2229
8,2,707,592,2229
8,0.5,707,127,2229
8,0.125,707,67,2229
8,128,708,35222,2230
8,32,708,8484,2230
8,8,708,2550,2230
8,2,708,644,2230
8,0.5,708,127,2230
8,0.125,708,76,2230
8,128,709,34646,2231
8,32,709,8955,2231
8,8,709,2788,2231
8,2,709,616,2231
8,0.5,709,138,2231
8,0.125,709,78,2231
8,128,710,34501,2232
8,32,710,8887,2232
8,8,710,2748,2232
8,2,710,692,2232
8,0.5,710,183,2232
8,0.125,710,95,2232
8,128,711,26636,2233
8,32,711,6727,2233
8,8,711,2082,2233
8,2,711,500,2233
8,0.5,711,119,2233
8,0.125,711,63,2233
8,128,712,26498,2234
8,32,712,6706,2234
8,8,712,2100,2234
8,2,712,499,2234
8,0.5,712,109,2234
8,0.125,712,67,2234
8,128,713,28336,2235
8,32,713,6980,2235
8,8,713,2175,2235
8,2,713,521,2235
8,0.5,713,117,2235
8,0.125,713,73,2235
8,128,714,31605,2236
8,32,714,8224,2236
8,8,714,2407,2236
8,2,714,542,2236
8,0.5,714,142,2236
8,0.125,714,95,2236
8,128,715,33540,2237
8,32,715,8127,2237
8,8,715,2475,2237
8,2,715,609,2237
8,0.5,715,149,2237
8,0.125,715,98,2237
8,128,716,28068,2238
8,32,716,7073,2238
8,8,716,2143,2238
8,2,716,566,2238
8,0.5,716,137,2238
8,0.125,716,70,2238
8,128,717,30318,2239
8,32,717,7503,2239
8,8,717,2291,2239
8,2,717,558,2239
8,0.5,717,134,2239
8,0.125,717,73,2239
8,128,718,28663,2240
8,32,718,7087,2240
8,8,718,2159,2240
8,2,718,529,2240
8,0.5,718,125,2240
8,0.125,718,69,2240
8,128,719,25757,2241
8,32,719,6411,2241
8,8,719,1996,2241
8,2,719,456,2241
8,0.5,719,135,2241
8,0.125,719,54,2241
8,128,720,32721,2242
8,32,720,8139,2242
8,8,720,2547,2242
8,2,720,630,2242
8,0.5,720,137,2242
8,0.125,720,78,2242
8,128,721,28449,2243
8,32,721,7109,2243
8,8,721,2207,2243
8,2,721,534,2243
8,0.5,721,156,2243
8,0.125,721,74,2243
8,128,722,26579,2244
8,32,722,6592,2244
8,8,722,2018,2244
8,2,722,513,2244
8,0.5,722,110,2244
8,0.125,722,87,2244
8,128,723,25038,2245
8,32,723,6519,2245
8,8,723,1958,2245
8,2,723,485,2245
8,0.5,723,118,2245
8,0.125,723,52,2245
8,128,724,29487,2246
8,32,724,7660,2246
8,8,724,2301,2246
8,2,724,598,2246
8,0.5,724,136,2246
8,0.125,724,83,2246
8,128,725,39436,2247
8,32,725,9784,2247
8,8,725,2941,2247
8,2,725,713,2247
8,0.5,725,177,2247
8,0.125,725,113,2247
8,128,726,20028,2248
8,32,726,4876,2248
8,8,726,1511,2248
8,2,726,380,2248
8,0.5,726,92,2248
8,0.125,726,42,2248
8,128,727,32644,2249
8,32,727,8160,2249
8,8,727,2534,2249
8,2,727,633,2249
8,0.5,727,151,2249
8,0.125,727,86,2249
8,128,728,31718,2250
8,32,728,7546,2250
8,8,728,2373,2250
8,2,728,605,2250
8,0.5,728,139,2250
8,0.125,728,85,2250
8,128,729,32115,2251
8,32,729,7778,2251
8,8,729,2455,2251
8,2,729,635,2251
8,0.5,729,147,2251
8,0.125,729,95,2251
8,128,730,34096,2252
8,32,730,8313,2252
8,8,730,2625,2252
8,2,730,653,2252
8,0.5,730,151,2252
8,0.125,730,74,2252
8,128,731,37071,2253
8,32,731,8630,2253
8,8,731,2737,2253
8,2,731,682,2253
8,0.5,731,174,2253
8,0.125,731,63,2253
8,128,732,29942,2254
8,32,732,7760,2254
8,8,732,2381,2254
8,2,732,567,2254
8,0.5,732,147,2254
8,0.125,732,67,2254
8,128,733,31120,2255
8,32,733,7723,2255
8,8,733,2400,2255
8,2,733,635,2255
8,0.5,733,145,2255
8,0.125,733,70,2255
8,128,734,32464,2256
8,32,734,8239,2256
8,8,734,2443,2256
8,2,734,615,2256
8,0.5,734,161,2256
8,0.125,734,72,2256
8,128,735,30189,2257
8,32,735,7404,2257
8,8,735,2307,2257
8,2,735,526,2257
8,0.5,735,115,2257
8,0.125,735,83,2257
8,128,736,30542,2258
8,32,736,7242,2258
8,8,736,2258,2258
8,2,736,581,2258
8,0.5,736,131,2258
8,0.125,736,83,2258
8,128,737,31064,2259
8,32,737,7335,2259
8,8,737,2317,2259
8,2,737,571,2259
8,0.5,737,124,2259
8,0.125,737,68,2259
8,128,738,32745,2260
8,32,738,7971,2260
8,8,738,2551,2260
8,2,738,631,2260
8,0.5,738,137,2260
8,0.125,738,93,2260
8,128,739,25156,2261
8,32,739,6062,2261
8,8,739,1830,2261
8,2,739,426,2261
8,0.5,739,110,2261
8,0.125,739,60,2261
8,128,740,23381,2262
8,32,740,6012,2262
8,8,740,1782,2262
8,2,740,467,2262
8,0.5,740,120,2262
8,0.125,740,39,2262
8,128,741,25896,2263
8,32,741,6496,2263
8,8,741,1960,2263
8,2,741,480,2263
8,0.5,741,109,2263
8,0.125,741,50,2263
8,128,742,31093,2264
8,32,742,7367,2264
8,8,742,2357,2264
8,2,742,595,2264
8,0.5,742,122,2264
8,0.125,742,75,2264
8,128,743,23704,2265
8,32,743,5769,2265
8,8,743,1843,2265
8,2,743,417,2265
8,0.5,743,113,2265
8,0.125,743,53,2265
8,128,744,35330,2266
8,32,744,8491,2266
8,8,744,2583,2266
8,2,744,659,2266
8,0.5,744,163,2266
8,0.125,744,91,2266
8,128,745,23320,2267
8,32,745,5729,2267
8,8,745,1776,2267
8,2,745,442,2267
8,0.5,745,113,2267
8,0.125,745,68,2267
8,128,746,32139,2268
8,32,746,7621,2268
8,8,746,2317,2268
8,2,746,570,2268
8,0.5,746,113,2268
8,0.125,746,74,2268
8,128,747,28044,2269
8,32,747,7012,2269
8,8,747,2150,2269
8,2,747,496,2269
8,0.5,747,119,2269
8,0.125,747,57,2269
8,128,748,33239,2270
8,32,748,8204,2270
8,8,748,2580,2270
8,2,748,612,2270
8,0.5,748,155,2270
8,0.125,748,79,2270
8,128,749,34325,2271
8,32,749,8532,2271
8,8,749,2612,2271
8,2,749,625,2271
8,0.5,749,178,2271
8,0.125,749,86,2271
8,128,750,33854,2272
8,32,750,8249,2272
8,8,750,2510,2272
8,2,750,624,2272
8,0.5,750,153,2272
8,0.125,750,85,2272
8,128,751,31612,2273
8,32,751,7906,2273
8,8,751,2431,2273
8,2,751,613,2273
8,0.5,751,138,2273
8,0.125,751,87,2273
8,128,752,31159,2274
8,32,752,7588,2274
8,8,752,2404,2274
8,2,752,575,2274
8,0.5,752,152,2274
8,0.125,752,85,2274
8,128,753,38993,2275
8,32,753,9998,2275
8,8,753,2987,2275
8,2,753,743,2275
8,0.5,753,167,2275
8,0.125,753,83,2275
8,128,754,25157,2276
8,32,754,6389,2276
8,8,754,1998,2276
8,2,754,497,2276
8,0.5,754,115,2276
8,0.125,754,61,2276
8,128,755,36641,2277
8,32,755,9165,2277
8,8,755,2753,2277
8,2,755,720,2277
8,0.5,755,140,2277
8,0.125,755,76,2277
8,128,756,22239,2278
8,32,756,5109,2278
8,8,756,1622,2278
8,2,756,372,2278
8,0.5,756,88,2278
8,0.125,756,57,2278
8,128,757,32938,2279
8,32,757,8016,2279
8,8,757,2428,2279
8,2,757,606,2279
8,0.5,757,135,2279
8,0.125,757,78,2279
8,128,758,28926,2280
8,32,758,7213,2280
8,8,758,2182,2280
8,2,758,585,2280
8,0.5,758,127,2280
8,0.125,758,67,2280
8,128,759,27304,2281
8,32,759,6757,2281
8,8,759,2161,2281
8,2,759,526,2281
8,0.5,759,107,2281
8,0.125,759,77,2281
8,128,760,32508,2282
8,32,760,8691,2282
8,8,760,2692,2282
8,2,760,718,2282
8,0.5,760,146,2282
8,0.125,760,76,2282
8,128,761,31594,2283
8,32,761,7935,2283
8,8,761,2422,2283
8,2,761,612,2283
8,0.5,761,158,2283
8,0.125,761,85,2283
8,128,762,25499,2284
8,32,762,6616,2284
8,8,762,2124,2284
8,2,762,462,2284
8,0.5,762,122,2284
8,0.125,762,63,2284
8,128,763,29160,2285
8,32,763,6793,2285
8,8,763,2144,2285
8,2,763,518,2285
8,0.5,763,108,2285
8,0.125,763,90,2285
8,128,764,33322,2286
8,32,764,8356,2286
8,8,764,2525,2286
8,2,764,605,2286
8,0.5,764,144,2286
8,0.125,764,74,2286
8,128,765,29963,2287
8,32,765,7453,2287
8,8,765,2309,2287
8,2,765,534,2287
8,0.5,765,155,2287
8,0.125,765,76,2287
8,128,766,33437,2288
8,32,766,8312,2288
8,8,766,2542,2288
8,2,766,611,2288
8,0.5,766,135,2288
8,0.125,766,71,2288
8,128,767,34491,2289
8,32,767,8668,2289
8,8,767,2671,2289
8,2,767,695,2289
8,0.5,767,145,2289
8,0.125,767,78,2289
8,128,768,31509,2290
8,32,768,7614,2290
8,8,768,2365,2290
8,2,768,610,2290
8,0.5,768,147,2290
8,0.125,768,72,2290
8,128,769,28781,2291
8,32,769,7534,2291
8,8,769,2305,2291
8,2,769,546,2291
8,0.5,769,119,2291
8,0.125,769,69,2291
8,128,770,26655,2292
8,32,770,6754,2292
8,8,770,2256,2292
8,2,770,590,2292
8,0.5,770,118,2292
8,0.125,770,65,2292
8,128,771,34769,2293
8,32,771,8726,2293
8,8,771,2717,2293
8,2,771,634,2293
8,0.5,771,138,2293
8,0.125,771,74,2293
8,128,772,35099,2294
8,32,772,8150,2294
8,8,772,2602,2294
8,2,772,637,2294
8,0.5,772,168,2294
8,0.125,772,95,2294
8,128,773,27295,2295
8,32,773,6606,2295
8,8,773,2052,2295
8,2,773,525,2295
8,0.5,773,117,2295
8,0.125,773,60,2295
8,128,774,34642,2296
8,32,774,8244,2296
8,8,774,2526,2296
8,2,774,676,2296
8,0.5,774,122,2296
8,0.125,774,82,2296
8,128,775,38782,2297
8,32,775,9512,2297
8,8,775,2946,2297
8,2,775,723,2297
8,0.5,775,160,2297
8,0.125,775,96,2297
8,128,776,32079,2298
8,32,776,7727,2298
8,8,776,2534,2298
8,2,776,564,2298
8,0.5,776,167,2298
8,0.125,776,77,2298
8,128,777,36319,2299
8,32,777,8543,2299
8,8,777,2717,2299
8,2,777,649,2299
8,0.5,777,144,2299
8,0.125,777,88,2299
8,128,778,35022,2300
8,32,778,8341,2300
8,8,778,2578,2300
8,2,778,621,2300
8,0.5,778,144,2300
8,0.125,778,100,2300
8,128,779,39777,2301
8,32,779,9668,2301
8,8,779,2940,2301
8,2,779,769,2301
8,0.5,779,159,2301
8,0.125,779,89,2301
8,128,780,32995,2302
8,32,780,7719,2302
8,8,780,2300,2302
8,2,780,616,2302
8,0.5,780,141,2302
8,0.125,780,80,2302
8,128,781,23020,2303
8,32,781,5331,2303
8,8,781,1695,2303
8,2,781,409,2303
8,0.5,781,96,2303
8,0.125,781,57,2303
8,128,782,33703,2304
8,32,782,7834,2304
8,8,782,2499,2304
8,2,782,603,2304
8,0.5,782,131,2304
8,0.125,782,86,2304
8,128,783,26874,2305
8,32,783,6837,2305
8,8,783,2031,2305
8,2,783,469,2305
8,0.5,783,138,2305
8,0.125,783,70,2305
8,128,784,30465,2306
8,32,784,7214,2306
8,8,784,2321,2306
8,2,784,516,2306
8,0.5,784,157,2306
8,0.125,784,100,2306
8,128,785,25869,2307
8,32,785,6095,2307
8,8,785,1953,2307
8,2,785,433,2307
8,0.5,785,100,2307
8,0.125,785,68,2307
8,128,786,40562,2308
8,32,786,9468,2308
8,8,786,3131,2308
8,2,786,767,2308
8,0.5,786,196,2308
8,0.125,786,95,2308
8,128,787,32491,2309
8,32,787,7505,2309
8,8,787,2412,2309
8,2,787,581,2309
8,0.5,787,141,2309
8,0.125,787,75,2309
8,128,788,30896,2310
8,32,788,7453,2310
8,8,788,2338,2310
8,2,788,575,2310
8,0.5,788,118,2310
8,0.125,788,69,2310
8,128,789,31784,2311
8,32,789,7131,2311
8,8,789,2369,2311
8,2,789,608,2311
8,0.5,789,125,2311
8,0.125,789,49,2311
8,128,790,27604,2312
8,32,790,6300,2312
8,8,790,1978,2312
8,2,790,473,2312
8,0.5,790,106,2312
8,0.125,790,76,2312
8,128,791,21280,2313
8,32,791,5111,2313
8,8,791,1615,2313
8,2,791,370,2313
8,0.5,791,93,2313
8,0.125,791,38,2313
8,128,792,25642,2314
8,32,792,6032,2314
8,8,792,1966,2314
8,2,792,468,2314
8,0.5,792,103,2314
8,0.125,792,54,2314
8,128,793,37129,2315
8,32,793,8936,2315
8,8,793,2811,2315
8,2,793,673,2315
8,0.5,793,176,2315
8,0.125,793,69,2315
8,128,794,36281,2316
8,32,794,9025,2316
8,8,794,2795,2316
8,2,794,711,2316
8,0.5,794,160,2316
8,0.125,794,90,2316
8,128,795,35993,2317
8,32,795,8721,2317
8,8,795,2645,2317
8,2,795,665,2317
8,0.5,795,139,2317
8,0.125,795,99,2317
8,128,796,25353,2318
8,32,796,5918,2318
8,8,796,1882,2318
8,2,796,443,2318
8,0.5,796,102,2318
8,0.125,796,59,2318
8,128,797,28978,2319
8,32,797,7228,2319
8,8,797,2194,2319
8,2,797,566,2319
8,0.5,797,115,2319
8,0.125,797,73,2319
8,128,798,23819,2320
8,32,798,6022,2320
8,8,798,1923,2320
8,2,798,496,2320
8,0.5,798,98,2320
8,0.125,798,66,2320
8,128,799,28424,2321
8,32,799,7291,2321
8,8,799,2215,2321
8,2,799,529,2321
8,0.5,799,130,2321
8,0.125,799,78,2321
8,128,800,31312,2322
8,32,800,7702,2322
8,8,800,2421,2322
8,2,800,579,2322
8,0.5,800,150,2322
8,0.125,800,73,2322
8,128,801,31014,2323
8,32,801,7679,2323
8,8,801,2317,2323
8,2,801,545,2323
8,0.5,801,130,2323
8,0.125,801,90,2323
8,128,802,31971,2324
8,32,802,8250,2324
8,8,802,2550,2324
8,2,802,642,2324
8,0.5,802,119,2324
8,0.125,802,90,2324
8,128,803,31072,2325
8,32,803,7695,2325
8,8,803,2483,2325
8,2,803,569,2325
